word,synonym
pericardial,pericardiac
poetic,poetical
phonetic,phonic
philosophic,philosophical
rousseauan,Rousseauan
acronymic,acronymous
apostolic,apostolical
eudemonic,eudaemonic
eukaryotic,eucaryotic
prokaryotic,procaryotic
pectoral,thoracic
pathological,pathologic
pictorial,pictural
objective,accusative
possessive,genitive
nucleated,nucleate
visceral,splanchnic
mystic,mystical
mystic,mystical
carbonaceous,carbonous
carbonaceous,carbonic
carbonaceous,carboniferous
melanesian,Melanesian
millennial,millennian
millenarian,chiliastic
meteorologic,meteorological
meteorologic,meteoric
mercurial,Mercurial
mercurial,Mercurial
mesoamerican,Mesoamerican
mesoblastic,mesodermal
mesozoic,Mesozoic
acoustic,acoustical
auditory,audile
auditory,auditive
gustatory,gustative
gustatory,gustatorial
haptic,tactile
haptic,tactual
ocular,optic
ocular,optical
ocular,visual
ocular,optic
ocular,optical
ocular,opthalmic
suborbital,subocular
kinesthetic,kinaesthetic
angelic,angelical
seraphic,seraphical
conjugal,connubial
communist,communistic
marxist,Marxist
marxist-leninist,Marxist-Leninist
bolshevik,Bolshevik
bolshevik,Bolshevist
bolshevik,Bolshevistic
cutaneous,cutaneal
cutaneous,dermal
dermal,dermic
cuticular,epidermal
cuticular,epidermic
cuticular,dermal
ectodermal,ectodermic
endermic,endermatic
hypodermic,subcutaneous
hypoglycemic,hypoglycaemic
hypovolemic,hypovolaemic
intradermal,intradermic
intradermal,intracutaneous
mandibular,inframaxillary
lacrimal,lachrymal
lacrimal,lachrymal
lacrimatory,lachrymatory
menstrual,catamenial
papal,apostolic
papal,apostolical
papal,pontifical
peloponnesian,Peloponnesian
grammatical,grammatic
syntactic,syntactical
genital,venereal
genitourinary,GU
nephritic,renal
monatomic,monoatomic
continental,Continental
coital,copulatory
multiphase,polyphase
nautical,maritime
nautical,marine
oceanic,pelagic
intravenous,endovenous
mechanical,mechanically_skillful
protozoal,protozoan
protozoal,protozoic
fetal,foetal
doctoral,doctorial
pediatric,paediatric
neural,neuronal
neural,neuronic
bucolic,pastoral
masonic,Masonic
masoretic,Masoretic
mnemonic,mnemotechnic
mnemonic,mnemotechnical
documentary,documental
anatomic,anatomical
anatomic,anatomical
tectonic,architectonic
organizational,organisational
ecclesiastical,ecclesiastic
priestly,hieratic
priestly,hieratical
priestly,sacerdotal
macrencephalic,macrencephalous
macrocephalic,macrocephalous
microcephalic,microcephalous
microcephalic,nanocephalic
machine_readable,computer_readable
mucous,mucose
mucoid,mucoidal
nervous,neural
florentine,Florentine
geological,geologic
psychogenetic,psychogenic
ecological,ecologic
ecological,bionomical
ecological,bionomic
ecological,ecologic
thermodynamic,thermodynamical
seismological,seismologic
calligraphic,calligraphical
lexicographic,lexicographical
typographic,typographical
necromantic,necromantical
spiritualistic,spiritualist
supernaturalist,supernaturalistic
pharmacological,pharmacologic
toxicological,toxicologic
psychiatric,psychiatrical
oncological,oncologic
psychoanalytical,psychoanalytic
therapeutic,therapeutical
neuroanatomic,neuroanatomical
bacteriological,bacteriologic
endocrine,endocrinal
periodontic,periodontal
dermatologic,dermatological
geriatric,gerontological
german-american,German-American
gynecological,gynaecological
gynecological,gynecologic
hematologic,haematological
hematologic,hematological
obstetric,obstetrical
neurological,neurologic
spectroscopic,spectroscopical
microscopic,microscopical
insurrectional,insurrectionary
conspiratorial,conspirative
pietistic,pietistical
fascist,fascistic
catholic,Catholic
anglo-catholic,Anglo-catholic
anglo-indian,Anglo-Indian
roman,Roman
roman,Romanic
roman,Roman
roman,Roman
roman,R.C.
roman,Romanist
roman,romish
roman,Roman_Catholic
roman,popish
roman,papist
roman,papistic
roman,papistical
roman,Roman
jewish,Jewish
jewish,Judaic
judaic,Judaic
judaic,Judaical
anglo-jewish,Anglo-Jewish
muslim,Muslim
muslim,Moslem
muslim,Islamic
hindu,Hindu
hindu,Hindi
hindu,Hindoo
hmong,Hmong
buddhist,Buddhist
buddhist,Buddhistic
confucian,Confucian
shinto,Shinto
shinto,Shintoist
shinto,Shintoistic
kokka,Kokka
shuha,Shuha
rastafarian,Rastafarian
jain,Jain
jain,Jainist
taoist,Taoist
taoist,Taoist
tantric,Tantric
tantric,Tantrik
avestan,Avestan
zoroastrian,Zoroastrian
american,American
american,American
anti-american,anti-American
pro-american,pro-American
indian,Indian
indian,Amerind
indian,Amerindic
indian,Native_American
indian,Indian
north_american,North_American
south_american,South_American
south_african,South_African
subtropical,subtropic
subtropical,semitropical
subtropical,semitropic
satanic,Satanic
rabbinical,rabbinic
theist,theistical
theist,theistic
deist,deistic
pantheist,pantheistic
mensural,measured
mensural,mensurable
dizygotic,dizygous
lobate,lobated
pneumonic,pulmonary
pneumonic,pulmonic
intestinal,enteric
intestinal,enteral
adjectival,adjective
anapestic,anapaestic
martian,Martian
rotatory,revolutionary
epicyclic,epicyclical
expiatory,expiative
expiatory,propitiatory
etiological,etiologic
etiological,aetiological
etiological,aetiologic
etiological,etiologic
etiological,aetiological
etiological,aetiologic
behavioral,behavioural
african,African
east_african,East_African
east_indian,East_Indian
afro-asian,Afro-Asian
phenotypical,phenotypic
genotypical,genotypic
phylogenetic,phyletic
trabecular,trabeculate
transdermal,transdermic
transdermal,percutaneous
transdermal,transcutaneous
pedagogical,pedagogic
atlantic,Atlantic
pacific,Pacific
dualistic,Manichaean
morphologic,morphological
morphologic,structural
geomorphologic,geomorphological
geomorphologic,morphologic
geomorphologic,morphological
geomorphologic,structural
morphologic,morphological
strategic,strategical
circulative,circulatory
euphonic,euphonical
metamorphic,metamorphous
christian,Christian
judeo-christian,Judeo-Christian
protestant,Protestant
universalistic,universalist
calvinist,Calvinist
calvinist,Calvinistic
calvinist,Calvinistical
fundamentalist,fundamentalistic
orthodox,Orthodox
orthodox,Jewish-Orthodox
orthodox,Orthodox
orthodox,Eastern_Orthodox
orthodox,Russian_Orthodox
orthodox,Greek_Orthodox
anglican,Anglican
baptistic,Baptistic
congregational,Congregational
congregational,Congregationalist
episcopal,Episcopal
episcopal,Episcopalian
lutheran,Lutheran
methodist,Methodist
methodist,Wesleyan
mormon,Mormon
unitarian,Unitarian
italian,Italian
russian,Russian
german,German
east_german,East_German
celtic,Celtic
celtic,Gaelic
britannic,Britannic
teutonic,Teutonic
teutonic,Germanic
french,French
french,Gallic
spanish,Spanish
iberian,Iberian
lusitanian,Lusitanian
portuguese,Portuguese
portuguese,Lusitanian
sicilian,Sicilian
soviet,Soviet
finnish,Finnish
swedish,Swedish
norwegian,Norwegian
norwegian,Norse
scandinavian,Scandinavian
scandinavian,Norse
danish,Danish
belgian,Belgian
dutch,Dutch
luxembourgian,Luxembourgian
swiss,Swiss
austrian,Austrian
polish,Polish
polynesian,Polynesian
hungarian,Hungarian
hungarian,Magyar
czech,Czech
czech,Czechoslovakian
yugoslavian,Yugoslavian
yugoslavian,Yugoslav
romanian,Romanian
romanian,Rumanian
romanian,Roumanian
baltic,Baltic
baltic,Baltic
latvian,Latvian
lithuanian,Lithuanian
moldovan,Moldovan
kyrgyzstani,Kyrgyzstani
tajikistani,Tajikistani
turkmen,Turkmen
ukrainian,Ukrainian
uzbekistani,Uzbekistani
serbian,Serbian
croatian,Croatian
slovenian,Slovenian
slovakian,Slovakian
bosnian,Bosnian
chinese,Chinese
sinitic,Sinitic
japanese,Japanese
japanese,Nipponese
tibetan,Tibetan
himalayan,Himalayan
chilean,Chilean
peruvian,Peruvian
ecuadorian,Ecuadorian
panamanian,Panamanian
venezuelan,Venezuelan
brazilian,Brazilian
argentine,Argentine
argentine,Argentinian
paraguayan,Paraguayan
uruguayan,Uruguayan
bolivian,Bolivian
colombian,Colombian
korean,Korean
north_korean,North_Korean
south_korean,South_Korean
european,European
asian,Asian
asian,Asiatic
cambodian,Cambodian
cambodian,Kampuchean
manchurian,Manchurian
honduran,Honduran
salvadoran,Salvadoran
salvadoran,Salvadorean
cuban,Cuban
bavarian,Bavarian
byzantine,Byzantine
byzantine,Byzantine
ottoman,Ottoman
seljuk,Seljuk
neapolitan,Neapolitan
milanese,Milanese
tuscan,Tuscan
venetian,Venetian
tyrolean,Tyrolean
tyrolean,Tyrolese
viennese,Viennese
glaswegian,Glaswegian
egyptian,Egyptian
hindustani,Hindustani
nepalese,Nepalese
nepalese,Nepali
indonesian,Indonesian
alsatian,Alsatian
athenian,Athenian
spartan,Spartan
thracian,Thracian
israeli,Israeli
genoese,Genoese
genoese,Genovese
baroque,Baroque
operculate,operculated
palestinian,Palestinian
gastrointestinal,GI
gastronomic,gastronomical
epidemiologic,epidemiological
quantal,quantized
quebecois,Quebecois
assamese,Assamese
austronesian,Austronesian
algerian,Algerian
andorran,Andorran
monacan,Monacan
monacan,Monegasque
galwegian,Galwegian
calcuttan,Calcuttan
rhinal,nasal
perinasal,perirhinal
otic,auricular
rheologic,rheological
meteoritic,meteoritical
cometary,cometic
thyroid,thyroidal
catechetical,catechetic
catechistic,catechetic
canadian,Canadian
volumetric,volumetrical
yogistic,yogic
logistic,logistical
organismal,organismic
artifactual,artefactual
serologic,serological
chromatographic,chromatographical
nativist,nativistic
nativist,nativistic
congeneric,congenerical
congeneric,congenerous
medieval,mediaeval
epiphyseal,epiphysial
diaphyseal,diaphysial
aesthetic,esthetic
futuristic,futurist
geodetic,geodesic
geodetic,geodesical
heraldic,heraldist
locomotive,locomotor
markovian,Markovian
marmorean,marmoreal
mesonic,mesic
metric,metrical
north_african,North_African
palatal,palatine
paleozoic,Paleozoic
parabolic,parabolical
semicentennial,semicentenary
centennial,centenary
bicentennial,bicentenary
tricentenary,tricentennial
national_socialist,Nazi
nazi,Nazi
capitalist,capitalistic
zymotic,zymolytic
epicurean,Epicurean
holographic,holographical
canonic,canonical
canonic,canonical
nutritional,nutritionary
hydrometric,gravimetric
thermohydrometric,thermogravimetric
english,English
english,English
irish,Irish
afghani,Afghani
afghani,Afghan
afghani,Afghanistani
central_american,Central_American
idiomatic,idiomatical
waxen,waxy
iodinated,iodized
iodinated,iodised
dramaturgic,dramaturgical
aneurysmal,aneurismal
aneurysmal,aneurysmatic
aneurysmal,aneurismatic
philatelic,philatelical
hemolytic,haemolytic
atheromatous,atheromatic
coeliac,celiac
pyknotic,pycnotic
papillary,papillose
hypophyseal,hypophysial
darwinian,Darwinian
neo-darwinian,neo-Darwinian
lamarckian,Lamarckian
neo-lamarckian,neo-Lamarckian
microbial,microbic
flagellate,flagellated
flagellate,whiplike
flagellate,lash-like
epic,epical
hellenic,Hellenic
hellenic,Hellenistic
hellenic,Hellenistical
panhellenic,Panhellenic
panhellenic,Pan-Hellenic
greek,Greek
greek,Grecian
greek,Hellenic
syrian,Syrian
minoan,Minoan
mycenaean,Mycenaean
aegean,Aegean
aegean,Aegean
attic,Attic
boeotian,Boeotian
dipylon,Dipylon
argive,Argive
topographical,topographic
taxonomic,taxonomical
taxonomic,systematic
mithraic,mithraistic
utopian,Utopian
stoic,Stoic
patristic,patristical
cubist,cubistic
geographic,geographical
shrubby,fruticose
shrubby,fruticulose
british,British
propagandist,propagandistic
isolationist,isolationistic
parisian,Parisian
dialectic,dialectical
turkish,Turkish
eurafrican,Eurafrican
eurasian,Eurasian
eurasian,Eurasiatic
moroccan,Moroccan
moroccan,Maroc
scots,Scots
scots,Scottish
scots,Scotch
corsican,Corsican
sardinian,Sardinian
alpine,Alpine
andean,Andean
saponaceous,soapy
umbellate,umbellar
cartesian,Cartesian
mexican,Mexican
tudor,Tudor
shavian,Shavian
shakespearian,Shakespearian
shakespearian,Shakespearean
skinnerian,Skinnerian
falstaffian,Falstaffian
victorian,Victorian
gaussian,Gaussian
aeschylean,Aeschylean
alexandrian,Alexandrian
aristotelian,Aristotelian
aristotelian,Aristotelean
aristotelian,Aristotelic
aristotelian,peripatetic
audenesque,Audenesque
balzacian,Balzacian
beethovenian,Beethovenian
bismarckian,Bismarckian
bogartian,Bogartian
caesarian,Caesarian
caesarian,Caesarean
cesarean,cesarian
cesarean,caesarean
cesarean,caesarian
coleridgian,Coleridgian
coleridgian,Coleridgean
columbian,Columbian
pre-columbian,pre-Columbian
cromwellian,Cromwellian
dantean,Dantean
dantean,Dantesque
demosthenic,Demosthenic
deweyan,Deweyan
donnean,Donnean
donnean,Donnian
dostoevskian,Dostoevskian
dostoevskian,Dostoyevskian
draconian,Draconian
einsteinian,Einsteinian
elizabethan,Elizabethan
erasmian,Erasmian
freudian,Freudian
frostian,Frostian
gandhian,Gandhian
gauguinesque,Gauguinesque
goethean,Goethean
goethean,Goethian
handelian,Handelian
hegelian,Hegelian
hemingwayesque,Hemingwayesque
hitlerian,Hitlerian
hittite,Hittite
hugoesque,Hugoesque
huxleyan,Huxleyan
huxleyan,Huxleian
ibsenian,Ibsenian
proustian,Proustian
ptolemaic,Ptolemaic
socratic,Socratic
jungian,Jungian
kantian,Kantian
keynesian,Keynesian
kiplingesque,Kiplingesque
leibnizian,Leibnizian
leibnizian,Leibnitzian
leonardesque,Leonardesque
lincolnesque,Lincolnesque
lincolnesque,Lincolnian
lutheran,Lutheran
marian,Marian
michelangelesque,Michelangelesque
muhammadan,Muhammadan
muhammadan,Mohammedan
mosaic,Mosaic
mozartian,Mozartian
mozartian,Mozartean
napoleonic,Napoleonic
newtonian,Newtonian
pasteurian,Pasteurian
pavlovian,Pavlovian
piagetian,Piagetian
eponymous,eponymic
pythagorean,Pythagorean
wagnerian,Wagnerian
washingtonian,Washingtonian
washingtonian,Washingtonian
washingtonian,Washingtonian
washingtonian,Washingtonian
rembrandtesque,Rembrandtesque
riemannian,Riemannian
rooseveltian,Rooseveltian
senecan,Senecan
stravinskyan,Stravinskyan
stravinskyan,Stravinskian
thoreauvian,Thoreauvian
voltarian,Voltarian
voltarian,Voltarean
wordsworthian,Wordsworthian
wittgensteinian,Wittgensteinian
yeatsian,Yeatsian
zolaesque,Zolaesque
hebraic,Hebraic
hebraic,Hebraical
hebraic,Hebrew
hebraic,Hebraic
hebraic,Hebraical
hebraic,Hebrew
aldermanic,aldermanly
alexic,word-blind
moravian,Moravian
amoebic,amebic
amoebic,amoeban
amoebic,ameban
amoebic,amoebous
amoebic,amebous
anemic,anaemic
anaesthetic,anesthetic
west_african,West_African
afrikaans,Afrikaans
afrikaans,Afrikaner
angolan,Angolan
anguillan,Anguillan
prenuptial,premarital
prenuptial,antenuptial
anti-semitic,antisemitic
antiguan,Antiguan
appellate,appellant
arabian,Arabian
arabian,Arabian
arabic,Arabic
arithmetical,arithmetic
augustan,Augustan
australian,Australian
bahamian,Bahamian
bahraini,Bahraini
bangladeshi,Bangladeshi
bangladeshi,East_Pakistani
bantoid,Bantoid
bantu,Bantu
bantu-speaking,Bantu-speaking
barbadian,Barbadian
benedictine,Benedictine
benedictine,Benedictine
bengali,Bengali
beninese,Beninese
bermudan,Bermudan
bhutanese,Bhutanese
biographic,biographical
bituminoid,bitumenoid
bivalent,divalent
bladdery,bladderlike
blastemal,blastematic
blastemal,blastemic
blastodermatic,blastodermic
blastoporal,blastoporic
blastospheric,blastular
boric,boracic
bruneian,Bruneian
bulgarian,Bulgarian
burmese,Burmese
burundi,Burundi
burundi,Burundian
californian,Californian
cameroonian,Cameroonian
carmelite,Carmelite
casuistic,casuistical
casuistic,casuistical
catalan,Catalan
catalan,Catalan
chadian,Chadian
climatic,climatical
cockney,Cockney
commemorative,commemorating
congolese,Congolese
coptic,Coptic
costa_rican,Costa_Rican
creaseproof,wrinkleproof
creaseproof,crease-resistant
creaseproof,wrinkle-resistant
creedal,credal
creole,Creole
creole,Creole
cretaceous,Cretaceous
cyclonic,cyclonal
cyclonic,cyclonical
cyclonic,cyclonal
cyclonic,cyclonical
cyprian,Cyprian
cyprian,Cypriote
cyprian,Cypriot
cyrillic,Cyrillic
dalmatian,Dalmatian
delphic,Delphic
delphic,Delphian
demagogic,demagogical
djiboutian,Djiboutian
dominican,Dominican
dominican,Dominican
edwardian,Edwardian
empiric,empirical
enteric,enteral
entomological,entomologic
entozoan,endozoan
epizoan,ectozoan
eritrean,Eritrean
ethiopian,Ethiopian
ethnographic,ethnographical
ethnological,ethnologic
euclidian,euclidean
fabian,Fabian
fatalist,fatalistic
faecal,fecal
fijian,Fijian
filipino,Filipino
filipino,Philippine
flemish,Flemish
franciscan,Franciscan
gabonese,Gabonese
gallic,Gallic
gambian,Gambian
genealogic,genealogical
georgian,Georgian
georgian,Georgian
georgian,Georgian
georgian,Georgian
germanic,Germanic
ghanaian,Ghanaian
ghanaian,Ghanese
ghanaian,Ghanian
gibraltarian,Gibraltarian
gilbertian,Gilbertian
gonadotropic,gonadotrophic
gothic,Gothic
gothic,Gothic
gothic,Gothic
gregorian,Gregorian
gregorian,Gregorian
grenadian,Grenadian
guatemalan,Guatemalan
guinean,Guinean
guyanese,Guyanese
haitian,Haitian
hanoverian,Hanoverian
hispaniolan,Hispaniolan
hispanic,Hispanic
hispanic,Latino
histological,histologic
hertzian,Hertzian
hiplength,hip-length
hippocratic,Hippocratic
homeric,Homeric
homiletic,homiletical
homiletic,homiletical
icelandic,Icelandic
imperialistic,imperialist
indo-european,Indo-European
indo-european,Indo-Aryan
indo-european,Aryan
indo-european,Indo-European
indo-european,Indo-Germanic
iranian,Iranian
iranian,Persian
iraqi,Iraqi
iraqi,Iraki
italic,Italic
jacksonian,Jacksonian
jacobean,Jacobean
jacobinic,Jacobinic
jacobinic,Jacobinical
jamaican,Jamaican
javanese,Javanese
javanese,Javan
jesuitical,Jesuitical
jesuitical,Jesuitic
jesuitical,Jesuit
jordanian,Jordanian
jovian,Jovian
jovian,Jovian
julian,Julian
kashmiri,Kashmiri
kazakhstani,Kazakhstani
kenyan,Kenyan
kurdish,Kurdish
kuwaiti,Kuwaiti
kuwaiti,Kuwaiti
lancastrian,Lancastrian
lancastrian,Lancastrian
laotian,Laotian
lao,Lao
laputan,Laputan
latin,Latin
latin,Latin
romance,Romance
romance,Latin
latin,Latin
lebanese,Lebanese
levantine,Levantine
liberian,Liberian
libyan,Libyan
liechtensteiner,Liechtensteiner
lilliputian,Lilliputian
liverpudlian,Liverpudlian
luxemburger,Luxemburger
luxemburger,Luxemburger
macedonian,Macedonian
machiavellian,Machiavellian
madagascan,Madagascan
malawian,Malawian
malay,Malay
malay,Malayan
malaysian,Malaysian
malaysian,Malayan
malian,Malian
maltese,Maltese
malthusian,Malthusian
mancunian,Mancunian
manx,Manx
mauritanian,Mauritanian
mauritanian,Mauritian
mediterranean,Mediterranean
mendelian,Mendelian
metallurgical,metallurgic
mongol,Mongol
mongol,Mongolian
mongolian,Mongolian
mongoloid,Mongoloid
montserratian,Montserratian
moorish,Moorish
moorish,Moresque
mozambican,Mozambican
mozambican,Mozambican
muscovite,Muscovite
namibian,Namibian
nauruan,Nauruan
neanderthal,Neanderthal
neanderthal,Neanderthalian
neanderthal,Neandertal
nebular,nebulous
paleolithic,palaeolithic
nicaean,Nicaean
nicaean,Nicene
nicaraguan,Nicaraguan
nigerian,Nigerian
nigerian,Nigerien
nigerian,Nigerian
nilotic,Nilotic
nilotic,Nilotic
nitrogenous,nitrogen-bearing
azotic,nitric
azotic,nitrous
nordic,Nordic
nordic,Nordic
norman,Norman
norman,Norman
olympic,Olympic
olympian,Olympian
olympian,Olympian
olympian,Olympic
omani,Omani
indicative,declarative
orthopedic,orthopaedic
orthopedic,orthopedical
oxonian,Oxonian
oxonian,Oxonian
pakistani,Pakistani
papuan,Papuan
paralytic,paralytical
parthian,Parthian
penile,penial
pharmaceutical,pharmaceutic
philistine,Philistine
phosphorous,phosphoric
piscatorial,piscatory
polynomial,multinomial
praetorian,praetorial
praetorian,pretorian
praetorian,pretorial
pre-raphaelite,Pre-Raphaelite
prussian,Prussian
carthaginian,Carthaginian
carthaginian,Punic
purgatorial,purging
purgatorial,purifying
pyemic,pyaemic
pyroelectric,pyroelectrical
pyrogenic,pyrogenous
pyrogenic,pyrogenetic
pyroligneous,pyrolignic
pyrotechnic,pyrotechnical
qatari,Qatari
qatari,Katari
quadraphonic,quadriphonic
quadraphonic,quadrasonic
quadraphonic,quadrisonic
quincentennial,quincentenary
quechuan,Quechuan
quechuan,Kechuan
rabelaisian,Rabelaisian
recessionary,recessive
redemptive,redemptional
redemptive,redemptory
responsive,antiphonal
rhenish,Rhenish
rhomboid,rhomboidal
romany,Romany
romany,Romani
rwandan,Rwandan
rwandan,Ruandan
sabahan,Sabahan
sabbatarian,Sabbatarian
sabbatical,sabbatic
samoan,Samoan
san_marinese,San_Marinese
sarawakian,Sarawakian
satyric,satyrical
saudi-arabian,Saudi-Arabian
saudi-arabian,Saudi
saxicolous,saxatile
saxicolous,saxicoline
saxon,Saxon
anglo-saxon,Anglo-Saxon
schismatic,schismatical
schizoid,schizophrenic
semite,Semite
semite,Semitic
semitic,Semitic
senegalese,Senegalese
seychellois,Seychellois
thai,Thai
thai,Tai
thai,Siamese
thai,Thai
thai,Tai
thai,Siamese
thai,Thai
thai,Tai
thai,Siamese
siberian,Siberian
sierra_leonean,Sierra_Leonean
singaporean,Singaporean
singaporean,Singaporean
singhalese,Singhalese
singhalese,Sinhalese
sinhala,Sinhala
sinhala,Singhalese
sinhala,Sinhalese
sri_lankan,Sri_Lankan
sri_lankan,Ceylonese
slav,Slav
slavonic,Slavonic
slavonic,Slavic
small-capitalization,small-capitalisation
small-capitalization,small-cap
somalian,Somalian
somalian,Somali
sotho,Sotho
sudanese,Sudanese
sulphuric,sulfuric
sumatran,Sumatran
swazi,Swazi
tahitian,Tahitian
taiwanese,Taiwanese
taiwanese,Chinese
taiwanese,Formosan
tamil,Tamil
tanzanian,Tanzanian
texan,Texan
tobagonian,Tobagonian
togolese,Togolese
tongan,Tongan
triassic,Triassic
trinidadian,Trinidadian
trojan,Trojan
tunisian,Tunisian
tunisian,Tunisian
turkic,Turkic
ugandan,Ugandan
vietnamese,Vietnamese
voyeuristic,voyeuristical
welsh,Welsh
welsh,Cambrian
wheaten,whole-wheat
wheaten,wholemeal
wiccan,Wiccan
woolen,woollen
yemeni,Yemeni
zairean,Zairean
zairean,Zairese
zambian,Zambian
new_zealander,New_Zealander
zimbabwean,Zimbabwean
zionist,Zionist
zionist,Zionist
zonal,zonary
briton,Briton
philhellenic,philhellene
philhellenic,Graecophile
philhellenic,Graecophilic
axillary,alar
rupestral,rupicolous
kafkaesque,Kafkaesque
faustian,Faustian
shallow-draft,shallow-draught
shamanist,shamanistic
shona,Shona
servomechanical,servo
onomatopoeic,onomatopoetic
osseous,osteal
osseous,bony
ossicular,ossiculate
absolutist,absolutistic
acculturational,acculturative
rosicrucian,Rosicrucian
streptococcal,streptococcic
streptococcal,strep
undulatory,undulant
viscometric,viscosimetric
viricidal,virucidal
wedge-shaped,cuneal
wedge-shaped,cuneiform
wysiwyg,WYSIWYG
x-linked,X-linked
yeasty,yeastlike
yuman,Yuman
zapotec,Zapotec
,.22_caliber
,.22-caliber
,.22_calibre
,.22-calibre
,.38_caliber
,.38-caliber
,.38_calibre
,.38-calibre
,.45_caliber
,.45-caliber
,.45_calibre
,.45-calibre
calibrated,graduated
collected,gathered
uncollected,ungathered
hand-held,handheld
hypophysectomized,hypophysectomised
mercerized,mercerised
oxidized,oxidised
pasteurized,pasteurised
unpasteurized,unpasteurised
penciled,pencilled
ridged,carinate
ridged,carinated
ridged,keeled
sanitized,sanitised
sublimed,sublimated
thoriated,tittering
ad,AD
ad,A.D.
ad,anno_Domini
ce,CE
ce,C.E.
ce,Common_Era
bc,BC
bc,B.C.
bc,before_Christ
bce,BCE
bce,B.C.E.
horseback,ahorse
horseback,ahorseback
barely,hardly
barely,just
barely,scarcely
barely,scarce
hardly,scarcely
basically,fundamentally
basically,essentially
merely,simply
merely,just
merely,only
merely,but
plainly,simply
vastly,immensely
largely,mostly
largely,for_the_most_part
smartly,modishly
smartly,sprucely
approximately,about
approximately,close_to
approximately,just_about
approximately,some
approximately,roughly
approximately,more_or_less
approximately,around
approximately,or_so
partially,partly
partially,part
wholly,entirely
wholly,completely
wholly,totally
wholly,all
wholly,altogether
wholly,whole
entirely,exclusively
entirely,solely
entirely,alone
entirely,only
absolutely,perfectly
absolutely,utterly
absolutely,dead
clean,plumb
clean,plum
plumb,plum
imperfectly,amiss
fully,to_the_full
fully,full
well,good
ill,badly
ill,poorly
well,easily
ill,badly
well,comfortably
well,advantageously
badly,disadvantageously
well,considerably
well,substantially
well,intimately
okay,O.K.
okay,all_right
okay,alright
badly,severely
badly,gravely
badly,seriously
badly,bad
badly,bad
badly,mischievously
badly,naughtily
even,yet
even,still
even_as,just_as
rather,kind_of
rather,kinda
rather,sort_of
quite,rather
quite,quite_a
quite,quite_an
always,ever
always,e'er
constantly,always
constantly,forever
constantly,perpetually
constantly,incessantly
constantly,invariably
constantly,always
never,ne'er
occasionally,on_occasion
occasionally,once_in_a_while
occasionally,now_and_then
occasionally,now_and_again
occasionally,at_times
occasionally,from_time_to_time
equally,as
equally,every_bit
long_ago,long_since
long_ago,lang_syne
much,practically
not,non
bloody,damn
bloody,all-fired
anywhere,anyplace
somewhere,someplace
everywhere,everyplace
everywhere,all_over
somehow,someway
somehow,someways
somehow,in_some_way
somehow,in_some_manner
anyhow,anyway
anyhow,anyways
anyhow,in_any_case
anyhow,at_any_rate
anyhow,in_any_event
anyhow,anyway
however,nevertheless
however,withal
however,still
however,yet
however,all_the_same
however,even_so
however,nonetheless
however,notwithstanding
so_far,thus_far
so_far,up_to_now
so_far,hitherto
so_far,heretofore
so_far,as_yet
so_far,yet
so_far,til_now
so_far,until_now
so_far,yet
besides,in_any_case
furthermore,moreover
furthermore,what_is_more
farther,further
further,farther
farthest,furthest
furthest,farthest
no_longer,no_more
anymore,any_longer
very,really
very,real
very,rattling
fabulously,fantastically
fabulously,incredibly
mighty,mightily
mighty,powerful
mighty,right
henceforth,henceforward
just,just_now
instantaneously,outright
instantaneously,instantly
instantaneously,in_a_flash
a_bit,a_little
a_bit,a_trifle
soon,shortly
soon,presently
soon,before_long
asap,ASAP
momentarily,momently
soonest,earliest
stormily,turbulently
stormily,passionately
frequently,often
frequently,oftentimes
frequently,oft
frequently,ofttimes
rarely,seldom
curiously,oddly
curiously,peculiarly
reasonably,moderately
reasonably,pretty
reasonably,jolly
reasonably,somewhat
reasonably,fairly
reasonably,middling
reasonably,passably
unreasonably,immoderately
slightly,somewhat
slightly,more_or_less
intrinsically,per_se
intrinsically,as_such
intrinsically,in_and_of_itself
decidedly,unquestionably
decidedly,emphatically
decidedly,definitely
decidedly,in_spades
decidedly,by_all_odds
truly,genuinely
truly,really
indeed,so
in_truth,really
in_truth,truly
naturally,of_course
naturally,course
obviously,evidently
obviously,manifestly
obviously,patently
obviously,apparently
obviously,plainly
obviously,plain
apparently,seemingly
apparently,ostensibly
apparently,on_the_face_of_it
again,once_again
again,once_more
again,over_again
by_chance,accidentally
by_chance,circumstantially
by_chance,unexpectedly
unexpectedly,out_of_the_blue
in_the_way,in_someone's_way
generally,in_general
generally,in_the_main
fortunately,fortuitously
fortunately,luckily
fortunately,as_luck_would_have_it
sadly,unhappily
unfortunately,unluckily
unfortunately,regrettably
unfortunately,alas
therefore,hence
therefore,thence
therefore,thus
therefore,so
thence,therefrom
thence,therefrom
thence,thereof
one-on-one,person-to-person
face-to-face,opposite
additionally,to_boot
extremely,exceedingly
extremely,super
extremely,passing
madly,insanely
madly,deadly
madly,deucedly
madly,devilishly
inordinately,extraordinarily
by_far,far_and_away
by_far,out_and_away
excessively,overly
excessively,to_a_fault
excessively,too
besides,too
besides,also
besides,likewise
besides,as_well
yet,in_time
ultimately,finally
ultimately,in_the_end
ultimately,at_last
ultimately,at_long_last
finally,eventually
presently,currently
nowadays,now
nowadays,today
immediately,instantly
immediately,straightaway
immediately,straight_off
immediately,directly
immediately,now
immediately,right_away
immediately,at_once
immediately,forthwith
immediately,like_a_shot
now,at_present
